bwv,title,key
Anh.075,"Herr Christ, der einge Gottessohn (III)",
Anh.076,"Jesu, meine Freude (VI)",
Anh.077,"Herr Christ, der einge Gottessohn",
Anh.078,Wenn wir in höchsten Nöten sein,
Anh.079,Befiehl du deine Wege,
Anh.080,Suite,F major
Anh.081,Gigue,
Anh.082,Chaconne,B♭ major
Anh.083,Chaconne,A major
Anh.084,Chaconne,G major
Anh.085,Toccata and Fugue,F minor
Anh.086,Fantasia,C minor
Anh.087,Fantasia,C major
Anh.088,Fugue,C major
Anh.089,Fugue,C major
Anh.090,Fugue,C major
Anh.091,Fugue,G major
Anh.092,Fugue,G major
Anh.093,Fugue,E minor
Anh.094,Fugue,E minor
Anh.095,Fugue,E minor
Anh.096,Fugue,D major
Anh.097,Fugue,F♯ major
Anh.098,Fugue,D minor
Anh.099,Fugue,D minor
Anh.100,Fugue,D minor
Anh.101,Fugue,G minor
Anh.102,Fugue,G♭ major
Anh.103,Fugue,A minor
Anh.104,Fugue,C minor
Anh.105,Fugue,B♭ major
Anh.106,Fugue,G minor
Anh.107,"Fugue (on the theme ""B-A-C-H"")",C major
Anh.108,"Fugue (on the theme ""B-A-C-H"")",C major
Anh.109,"Fugue (on the theme ""B-A-C-H"")",G minor
Anh.110,"Fugue (on the theme ""B-A-C-H"")",C minor
Anh.111,Largo and Allegro,G major
Anh.112,Prelude (Grave),E minor
Anh.112a,Notebook II for Anna Magdalena Bach (20):,
Anh.113,Minuet,F major
Anh.114,Minuet,G major
Anh.115,Minuet,G minor
Anh.116,Minuet,G major
Anh.117,Polonaise,F major
Anh.117a,Polonaise,F major
Anh.118,Minuet,B♭ major
Anh.119,Polonaise,G minor
Anh.120,Minuet,A minor
Anh.121,Minuet,C minor
Anh.122,March,D major
Anh.123,Polonaise,G minor
Anh.124,March,G major
Anh.125,Polonaise,G minor
Anh.126,Musette,D major
Anh.127,March,E♭ major
Anh.128,Polonaise,D minor
Anh.129,Harpsichord Sonata,E♭ major
Anh.130,Polonaise,G major
Anh.131,March,F major
Anh.132,Minuet,D minor
Anh.133–150,Pieces for a Musical Clock (18),
Anh.151,Concerto,C major
Anh.152,Concerto,G major
Anh.153,Violin Sonata,A major
Anh.154,Violin Sonata,E♭ major
Anh.155,Concerto,A major
Anh.156,"Herr Christ, der einge Gottessohn",
Anh.157,Ich habe Lust zu scheiden,
Anh.158,Andrò dall' colle aI Prato,
Anh.159,Ich lasse dich nicht,
Anh.160,"Jauchzet dem Herrn, alle Welt",
Anh.161,Kündlich groß ist das gottselige Geheimnis,
Anh.162,Lob und Ehre und Weisheit und Dank,
Anh.163,"Merk auf, mein Herz und sieh dorthin",
Anh.164,Nun danket alle Gott,
Anh.165,Unser Wandel ist im Himmel,
Anh.166,Mass,E minor
Anh.167,Mass,G major
Anh.168,Kyrie,G minor
Anh.169,Erbauliche Gedanken auf den Gruenen Donnerstag und Charfreitag ueber den Leidenden Jesum,
Anh.170,"Welt ade, ich bin dein müde",
Anh.171,Christ lag in Todesbanden,
Anh.172,"Herr Jesu Christ, dich zu uns wend",
Anh.173–176,Inventions (4),
Anh.177,Prelude and Fugue,E♭ major
Anh.178,Toccata quasi Fantasia con Fuge,A major
Anh.179,Fantasia durch alle Tonarten gehend,
Anh.180,Fugue,D minor
Anh.181,Fugue,A minor
Anh.182,Passacaglia,D minor
Anh.183,Rondo,B♭ major
Anh.184,Violin Sonata,A minor
Anh.185,Sonata for 2 Violins,D major
Anh.186,Sonata for 2 Violins,F major
Anh.187,Trio,F major
Anh.188,Sonata (Concerto),F major
Anh.189,Harpsichord Concerto,A minor
Anh.190,Ich bin ein Pilgrim auf der Welt,
Anh.191,Leb ich oder leb ich icht,
Anh.192,Cantata,
Anh.193,"Herrscher des Himmels, König der Ehren",
Anh.194,Cantata,
Anh.195,"Murmelt nur, ihr heitern Bäche",
Anh.196,"Auf, süß entzückende Gewalt",
Anh.197,Ihr wallenden Wolken,
Anh.198,Sinfonia,
Anh.199,"Siehe, eine Jungfrau ist schwanger",
Anh.200,"O Traurigkeit, o Herzeleid",
Anh.201–204,Chorales (4):,
Anh.201,"Du Friedefürst, Herr Jesu Christ",G minor
Anh.202,Gott has das Evangelium,F major
Anh.203,Och hebe meine Augen auf,A minor
Anh.204,"O Traurigkeit, o Herzeleid",B minor
Anh.205,see BWV 1121,
Anh.206,Ach bleib mit deiner Gnade,
Anh.207,Fugue,E minor
Anh.208,Fugue,E♭ minor
